Date,Adj Close
2018-01-03,10.952199935913086
2018-01-04,11.124675750732422
2018-01-05,11.038437843322754
2018-01-08,10.865962982177734
2018-01-09,10.865962982177734
2018-01-10,10.693486213684082
2018-01-11,10.693486213684082
2018-01-12,10.693486213684082
2018-01-15,10.521011352539062
2018-01-16,10.348535537719727
2018-01-17,10.176060676574707
2018-01-18,10.003584861755371
2018-01-19,10.089821815490723
2018-01-22,10.089821815490723
2018-01-23,10.003584861755371
2018-01-24,9.917346000671387
2018-01-25,9.917346000671387
2018-01-26,10.089821815490723
2018-01-29,10.089821815490723
2018-01-30,10.176060676574707
2018-01-31,10.262298583984375
2018-02-01,10.176060676574707
2018-02-02,10.176060676574707
2018-02-05,10.003584861755371
2018-02-06,9.744871139526367
2018-02-07,9.744871139526367
2018-02-08,9.658632278442383
2018-02-09,9.744871139526367
2018-02-12,9.831109046936035
2018-02-13,9.658632278442383
2018-02-14,9.658632278442383
2018-02-15,9.744871139526367
2018-02-16,9.744871139526367
2018-02-19,9.831109046936035
2018-02-20,9.486157417297363
2018-02-21,9.399919509887695
2018-02-22,9.486157417297363
2018-02-23,9.486157417297363
2018-02-26,8.623780250549316
2018-02-27,8.88249397277832
2018-02-28,8.968729972839355
2018-03-02,8.88249397277832
2018-03-05,8.88249397277832
2018-03-06,8.79625415802002
2018-03-07,8.710017204284668
2018-03-08,8.79625415802002
2018-03-09,8.79625415802002
2018-03-12,8.79625415802002
2018-03-13,8.88249397277832
2018-03-14,9.399919509887695
2018-03-15,9.141206741333008
2018-03-16,9.141206741333008
2018-03-19,9.141206741333008
2018-03-20,9.313682556152344
2018-03-21,9.313682556152344
2018-03-22,9.141206741333008
2018-03-23,9.227444648742676
2018-03-26,9.209901809692383
2018-03-27,9.209901809692383
2018-03-28,9.122188568115234
2018-03-29,9.122188568115234
2018-03-30,9.034475326538086
2018-04-02,9.034475326538086
2018-04-03,9.034475326538086
2018-04-04,8.72747802734375
2018-04-05,8.77133560180664
2018-04-09,8.77133560180664
2018-04-10,8.77133560180664
2018-04-11,8.72747802734375
2018-04-12,8.77133560180664
2018-04-17,8.77133560180664
2018-04-18,8.77133560180664
2018-04-19,8.859047889709473
2018-04-20,8.859047889709473
2018-04-23,8.859047889709473
2018-04-24,8.639764785766602
2018-04-25,8.77133560180664
2018-04-26,9.034475326538086
2018-04-27,9.034475326538086
2018-04-30,9.034475326538086
2018-05-02,9.122188568115234
2018-05-03,8.946761131286621
2018-05-04,8.946761131286621
2018-05-07,9.034475326538086
2018-05-08,9.122188568115234
2018-05-09,9.122188568115234
2018-05-10,8.683621406555176
2018-05-11,8.683621406555176
2018-05-14,8.72747802734375
2018-05-15,8.859047889709473
2018-05-16,8.639764785766602
2018-05-17,8.77133560180664
2018-05-18,8.859047889709473
2018-05-21,8.77133560180664
2018-05-22,8.946761131286621
2018-05-23,8.77133560180664
2018-05-24,8.77133560180664
2018-05-25,8.683621406555176
2018-05-28,8.72747802734375
2018-05-30,8.595908164978027
2018-05-31,8.639764785766602
2018-06-01,8.639764785766602
2018-06-04,8.77133560180664
2018-06-05,8.77133560180664
2018-06-06,8.683621406555176
2018-06-07,8.72747802734375
2018-06-08,8.72747802734375
2018-06-11,8.77133560180664
2018-06-12,8.683621406555176
2018-06-13,8.72747802734375
2018-06-14,8.683621406555176
2018-06-15,8.683621406555176
2018-06-18,8.639764785766602
2018-06-19,7.718774795532227
2018-06-20,7.718774795532227
2018-06-21,7.5433478355407715
2018-06-22,7.104781627655029
2018-06-25,7.192494869232178
2018-06-26,7.192494869232178
2018-06-27,7.017067909240723
2018-06-28,6.753928184509277
2018-06-29,6.753928184509277
2018-07-02,6.534644603729248
2018-07-03,6.578501224517822
2018-07-04,6.622358322143555
2018-07-05,6.578501224517822
2018-07-06,6.578501224517822
2018-07-09,6.578501224517822
2018-07-10,6.622358322143555
2018-07-11,6.797784328460693
2018-07-12,7.148637294769287
2018-07-13,7.280208587646484
2018-07-16,7.280208587646484
2018-07-17,7.192494869232178
2018-07-18,7.192494869232178
2018-07-19,7.236351490020752
2018-07-20,7.367921352386475
2018-07-23,7.367921352386475
2018-07-24,7.367921352386475
2018-07-25,7.499491214752197
2018-07-26,7.5433478355407715
2018-07-31,7.455635070800781
2018-08-01,7.499491214752197
2018-08-02,7.455635070800781
2018-08-03,7.5433478355407715
2018-08-06,7.192494869232178
2018-08-07,7.367921352386475
2018-08-08,7.280208587646484
2018-08-09,7.280208587646484
2018-08-10,7.192494869232178
2018-08-14,7.017067909240723
2018-08-15,7.192494869232178
2018-08-16,7.192494869232178
2018-08-17,7.148637294769287
2018-08-20,7.192494869232178
2018-08-21,7.280208587646484
2018-08-22,7.3240647315979
2018-08-23,7.411777973175049
2018-08-24,7.499491214752197
2018-08-27,7.499491214752197
2018-08-28,7.588771343231201
2018-08-29,7.588771343231201
2018-08-30,7.544131278991699
2018-08-31,7.678050994873047
2018-09-03,7.499491214752197
2018-09-04,7.678050994873047
2018-09-05,7.499491214752197
2018-09-06,7.678050994873047
2018-09-07,7.678050994873047
2018-09-10,7.410211563110352
2018-09-11,7.410211563110352
2018-09-12,7.410211563110352
2018-09-13,7.544131278991699
2018-09-14,7.85660982131958
2018-09-17,7.990530014038086
2018-09-18,7.990530014038086
2018-09-19,8.03516960144043
2018-09-20,7.945889472961426
2018-09-21,7.990530014038086
2018-09-24,7.901249885559082
2018-09-25,8.03516960144043
2018-09-26,8.03516960144043
2018-09-27,7.85660982131958
2018-09-28,7.811970233917236
2018-10-01,7.85660982131958
2018-10-02,7.678050994873047
2018-10-03,7.499491214752197
2018-10-04,7.499491214752197
2018-10-05,7.4548516273498535
2018-10-08,7.365572452545166
2018-10-09,7.320931911468506
2018-10-10,7.320931911468506
2018-10-11,7.231652736663818
2018-10-12,7.320931911468506
2018-10-16,7.365572452545166
2018-10-17,7.231652736663818
2018-10-18,7.231652736663818
2018-10-19,7.231652736663818
2018-10-22,7.1423726081848145
2018-10-24,7.008453369140625
2018-10-25,7.053092956542969
2018-10-26,7.231652736663818
2018-10-29,7.276291847229004
2018-10-30,7.0977325439453125
2018-10-31,7.1423726081848145
2018-11-01,7.1423726081848145
2018-11-02,7.231652736663818
2018-11-05,7.0977325439453125
2018-11-06,6.8745341300964355
2018-11-07,6.8745341300964355
2018-11-08,6.919173240661621
2018-11-09,6.919173240661621
2018-11-12,6.829894065856934
2018-11-13,6.740614414215088
2018-11-14,6.963813304901123
2018-11-15,6.8745341300964355
2018-11-16,7.008453369140625
2018-11-19,7.008453369140625
2018-11-20,6.829894065856934
2018-11-21,6.829894065856934
2018-11-22,6.60669469833374
2018-11-23,6.963813304901123
2018-11-26,6.963813304901123
2018-11-27,6.963813304901123
2018-11-28,6.8745341300964355
2018-11-29,6.8745341300964355
2018-11-30,6.740614414215088
2018-12-03,6.785254001617432
2018-12-04,6.785254001617432
2018-12-06,6.740614414215088
2018-12-07,6.963813304901123
2018-12-11,6.829894065856934
2018-12-12,6.963813304901123
2018-12-13,6.695974826812744
2018-12-14,6.651334285736084
2018-12-17,6.562054634094238
2018-12-18,6.472774982452393
2018-12-19,6.60669469833374
2018-12-20,6.651334285736084
2018-12-21,6.562054634094238
2018-12-24,6.562054634094238
2018-12-25,6.383495330810547
2018-12-26,6.338856220245361
2018-12-27,6.294216156005859
2018-12-28,6.60669469833374
2019-01-02,6.472774982452393
2019-01-03,6.651334285736084
2019-01-04,6.60669469833374
